Recency,Frequency,Monetary,recency_score,frequeny_score,monetary_score,RFM_SCORE,Segments
91,3,133.92000000000004,2,3,3,23,At Risk
53,3,380.22,3,3,5,33,Need Attention
114,2,136.73,2,3,3,23,At Risk
198,1,36.65,1,1,1,11,Hibernating
367,1,20.65,1,1,1,11,Hibernating
93,5,347.33,2,4,4,24,At Risk
59,8,793.13,3,5,5,35,Loyal Customer
46,1,52.0,3,1,2,31,About to Sleep
63,2,101.55,3,3,3,33,Need Attention
37,2,239.44,4,3,4,43,Potential Loyalist
8,8,397.25,5,5,5,55,VIP
21,9,148.57999999999998,5,5,3,55,VIP
241,2,53.53,1,3,2,13,At Risk
115,1,41.14,2,1,1,21,Hibernating
189,3,54.05,1,3,2,13,At Risk
92,1,29.970000000000002,2,1,1,21,Hibernating
60,1,64.37,3,1,2,31,About to Sleep
259,1,54.09,1,1,2,11,Hibernating
36,3,43.6,4,3,2,43,Potential Loyalist
301,1,1.25,1,1,1,11,Hibernating
7,12,347.80999999999995,5,5,4,55,VIP
239,2,148.78999999999996,1,3,3,13,At Risk
65,5,240.92999999999995,3,4,4,34,Loyal Customer
331,1,48.25,1,1,2,11,Hibernating
266,1,1.9,1,1,1,11,Hibernating
118,1,74.66,2,1,2,21,Hibernating
144,2,270.60999999999996,2,3,4,23,At Risk
11,3,437.70000000000005,5,3,5,53,Potential Loyalist
231,1,78.31,1,1,2,11,Hibernating
59,1,270.98,3,1,4,31,About to Sleep
198,2,84.45,1,3,2,13,At Risk
21,7,436.90000000000003,5,5,5,55,VIP
8,3,162.04,5,3,3,53,Potential Loyalist
95,3,34.89,2,3,1,23,At Risk
197,5,155.35999999999999,1,4,3,14,At Risk
11,8,534.07,5,5,5,55,VIP
63,4,64.05,3,4,2,34,Loyal Customer
182,1,90.92,1,1,3,11,Hibernating
23,18,2239.75,4,5,5,45,Loyal Customer
192,1,104.61,1,1,3,11,Hibernating
87,5,413.39000000000004,2,4,5,24,At Risk
53,3,241.24,3,3,4,33,Need Attention
42,1,15.6,4,1,1,41,Promising
32,1,111.28,4,1,3,41,Promising
29,7,869.5699999999999,4,5,5,45,Loyal Customer
21,2,49.6,5,3,2,53,Potential Loyalist
42,2,34.2,4,3,1,43,Potential Loyalist
23,2,131.80999999999997,4,3,3,43,Potential Loyalist
195,1,8.899999999999999,1,1,1,11,Hibernating
14,9,201.07999999999998,5,5,4,55,VIP
78,2,73.1,2,3,2,23,At Risk
63,1,27.4,3,1,1,31,About to Sleep
77,2,309.91,2,3,4,23,At Risk
14,26,626.0699999999999,5,5,5,55,VIP
100,2,48.440000000000005,2,3,2,23,At Risk
261,1,128.22000000000003,1,1,3,11,Hibernating
17,6,294.6799999999999,5,5,4,55,VIP
91,2,53.45,2,3,2,23,At Risk
8,12,964.211,5,5,5,55,VIP
102,10,581.5300000000001,2,5,5,25,Can't Loose
14,3,424.1700000000001,5,3,5,53,Potential Loyalist
135,5,276.87,2,4,4,24,At Risk
21,11,572.62,5,5,5,55,VIP
28,4,570.74,4,4,5,44,Loyal Customer
153,4,43.5,2,4,2,24,At Risk
84,1,36.45,2,1,1,21,Hibernating
76,2,180.07999999999998,3,3,4,33,Need Attention
308,1,67.39,1,1,2,11,Hibernating
98,2,51.85,2,3,2,23,At Risk
118,31,5234.95,2,5,5,25,Can't Loose
13,5,12.75,5,4,1,54,VIP
254,1,108.5,1,1,3,11,Hibernating
246,3,88.35,1,3,2,13,At Risk
60,1,72.32,3,1,2,31,About to Sleep
51,1,77.36999999999999,3,1,2,31,About to Sleep
60,5,396.92,3,4,5,34,Loyal Customer
273,1,0.38,1,1,1,11,Hibernating
38,3,78.02000000000001,4,3,2,43,Potential Loyalist
73,1,78.64999999999999,3,1,2,31,About to Sleep
105,2,66.84,2,3,2,23,At Risk
72,1,26.6,3,1,1,31,About to Sleep
109,2,171.73999999999995,2,3,3,23,At Risk
21,11,327.31999999999994,5,5,4,55,VIP
59,2,473.65000000000003,3,3,5,33,Need Attention
150,1,52.31,2,1,2,21,Hibernating
73,5,211.03,3,4,4,34,Loyal Customer
171,3,200.87,2,3,4,23,At Risk
41,2,138.91,4,3,3,43,Potential Loyalist
20,5,29.99,5,4,1,54,VIP
378,2,49.00000000000001,1,3,2,13,At Risk
72,7,236.14,3,5,4,35,Loyal Customer
16,9,625.38,5,5,5,55,VIP
134,3,201.47999999999996,2,3,4,23,At Risk
60,1,124.58999999999999,3,1,3,31,About to Sleep
95,5,297.04999999999995,2,4,4,24,At Risk
87,3,131.17999999999998,2,3,3,23,At Risk
27,13,598.8199999999999,4,5,5,45,Loyal Customer
50,2,104.8,3,3,3,33,Need Attention
11,18,2008.78,5,5,5,55,VIP
101,2,64.89,2,3,2,23,At Risk
28,4,192.87,4,4,4,44,Loyal Customer
7,2,490.34000000000003,5,3,5,53,Potential Loyalist
77,7,203.31,2,5,4,25,Can't Loose
35,2,77.47000000000001,4,3,2,43,Potential Loyalist
184,2,23.7,1,3,1,13,At Risk
62,3,419.26,3,3,5,33,Need Attention
230,1,18.0,1,1,1,11,Hibernating
73,6,249.64,3,5,4,35,Loyal Customer
135,4,73.66000000000001,2,4,2,24,At Risk
14,3,525.01,5,3,5,53,Potential Loyalist
95,2,67.32999999999998,2,3,2,23,At Risk
210,1,131.96999999999997,1,1,3,11,Hibernating
14,16,582.2200000000001,5,5,5,55,VIP
17,1,319.29,5,1,4,51,New Customer
379,1,19.35,1,1,1,11,Hibernating
18,3,338.59000000000003,5,3,4,53,Potential Loyalist
127,1,94.91000000000001,2,1,3,21,Hibernating
123,1,3.7,2,1,1,21,Hibernating
28,5,93.7,4,4,3,44,Loyal Customer
35,2,84.16999999999999,4,3,2,43,Potential Loyalist
178,3,183.07999999999998,2,3,4,23,At Risk
27,1,52.69000000000001,4,1,2,41,Promising
70,3,98.64,3,3,3,33,Need Attention
263,1,95.84,1,1,3,11,Hibernating
18,4,478.24999999999994,5,4,5,54,VIP
168,1,15.94,2,1,1,21,Hibernating
168,1,83.80000000000001,2,1,2,21,Hibernating
18,9,440.49,5,5,5,55,VIP
118,1,30.860000000000003,2,1,1,21,Hibernating
7,26,1051.58,5,5,5,55,VIP
72,1,16.919999999999998,3,1,1,31,About to Sleep
9,9,822.04,5,5,5,55,VIP
74,1,89.69,3,1,2,31,About to Sleep
10,10,696.1500000000001,5,5,5,55,VIP
98,4,367.11,2,4,5,24,At Risk
15,10,1123.23,5,5,5,55,VIP
259,3,174.04,1,3,4,13,At Risk
23,1,2.1,4,1,1,41,Promising
55,2,293.26,3,3,4,33,Need Attention
11,17,1949.1100000000001,5,5,5,55,VIP
225,1,10.07,1,1,1,11,Hibernating
268,1,44.440000000000005,1,1,2,11,Hibernating
38,3,222.62999999999997,4,3,4,43,Potential Loyalist
79,1,33.099999999999994,2,1,1,21,Hibernating
20,2,177.53999999999996,5,3,4,53,Potential Loyalist
29,12,781.7900000000001,4,5,5,45,Loyal Customer
288,1,40.67,1,1,1,11,Hibernating
51,1,33.199999999999996,3,1,1,31,About to Sleep
203,2,111.83,1,3,3,13,At Risk
46,3,488.98,3,3,5,33,Need Attention
11,1,196.66999999999993,5,1,4,51,New Customer
10,6,102.92999999999999,5,5,3,55,VIP
74,2,30.46,3,3,1,33,Need Attention
25,12,384.07000000000005,4,5,5,45,Loyal Customer
58,3,170.45999999999998,3,3,3,33,Need Attention
48,3,99.86000000000001,3,3,3,33,Need Attention
42,2,118.05,4,3,3,43,Potential Loyalist
11,7,725.0500000000001,5,5,5,55,VIP
36,4,45.58,4,4,2,44,Loyal Customer
311,1,104.98,1,1,3,11,Hibernating
11,1,70.57000000000001,5,1,2,51,New Customer
9,22,2092.76,5,5,5,55,VIP
10,1,16.5,5,1,1,51,New Customer
55,3,165.60999999999999,3,3,3,33,Need Attention
93,4,92.76,2,4,3,24,At Risk
22,1,38.69,4,1,1,41,Promising
20,5,119.87,5,4,3,54,VIP
185,1,60.890000000000015,1,1,2,11,Hibernating
16,3,293.9,5,3,4,53,Potential Loyalist
154,1,97.49000000000001,2,1,3,21,Hibernating
42,7,622.55,4,5,5,45,Loyal Customer
265,8,723.6500000000001,1,5,5,15,Can't Loose
78,7,200.85,2,5,4,25,Can't Loose
176,1,2.1,2,1,1,21,Hibernating
20,2,44.06000000000001,5,3,2,53,Potential Loyalist
43,1,197.56,3,1,4,31,About to Sleep
8,7,621.5799999999999,5,5,5,55,VIP
248,4,274.01,1,4,4,14,At Risk
273,1,72.95000000000002,1,1,2,11,Hibernating
10,1,119.69999999999999,5,1,3,51,New Customer
66,5,156.70999999999998,3,4,3,34,Loyal Customer
38,3,239.24999999999994,4,3,4,43,Potential Loyalist
15,1,48.5,5,1,2,51,New Customer
14,1,59.11,5,1,2,51,New Customer
373,1,53.25,1,1,2,11,Hibernating
184,1,7.259999999999999,1,1,1,11,Hibernating
289,1,45.02,1,1,2,11,Hibernating
298,1,24.600000000000005,1,1,1,11,Hibernating
70,1,27.450000000000003,3,1,1,31,About to Sleep
59,2,38.84,3,3,1,33,Need Attention
21,2,55.760000000000005,5,3,2,53,Potential Loyalist
98,4,45.21000000000001,2,4,2,24,At Risk
16,1,156.41000000000003,5,1,3,51,New Customer
279,1,40.5,1,1,1,11,Hibernating
291,2,20.790000000000003,1,3,1,13,At Risk
35,3,110.30000000000001,4,3,3,43,Potential Loyalist
7,4,64.85,5,4,2,54,VIP
144,3,57.23,2,3,2,23,At Risk
66,1,89.8,3,1,2,31,About to Sleep
17,6,756.06,5,5,5,55,VIP
23,1,87.3,4,2,2,42,Potential Loyalist
11,10,318.12000000000006,5,5,4,55,VIP
231,1,33.99999999999999,1,2,1,12,Hibernating
14,9,517.97,5,5,5,55,VIP
193,1,34.35,1,2,1,12,Hibernating
62,2,239.06000000000003,3,3,4,33,Need Attention
45,3,182.92,3,3,4,33,Need Attention
324,2,241.25999999999996,1,3,4,13,At Risk
16,4,75.35000000000001,5,4,2,54,VIP
21,1,157.17999999999998,5,2,3,52,Potential Loyalist
91,1,90.97,2,2,3,22,Hibernating
305,1,70.01,1,2,2,12,Hibernating
9,10,593.48,5,5,5,55,VIP
92,1,53.61000000000001,2,2,2,22,Hibernating
21,10,1220.2000000000003,5,5,5,55,VIP
30,1,189.08999999999997,4,2,4,42,Potential Loyalist
67,2,81.08000000000001,3,3,2,33,Need Attention
240,1,36.04,1,2,1,12,Hibernating
27,3,15.96,4,3,1,43,Potential Loyalist
98,4,544.36,2,4,5,24,At Risk
8,3,55.400000000000006,5,3,2,53,Potential Loyalist
52,4,728.53,3,4,5,34,Loyal Customer
74,2,177.96999999999997,3,3,4,33,Need Attention
244,1,28.250000000000007,1,2,1,12,Hibernating
132,4,129.29999999999998,2,4,3,24,At Risk
43,13,547.51,3,5,5,35,Loyal Customer
247,1,154.49,1,2,3,12,Hibernating
7,6,424.28000000000003,5,5,5,55,VIP
10,20,1093.7,5,5,5,55,VIP
78,5,119.88,2,4,3,24,At Risk
23,1,23.5,4,2,1,42,Potential Loyalist
10,2,101.59,5,3,3,53,Potential Loyalist
193,2,266.28000000000003,1,3,4,13,At Risk
17,2,253.87999999999997,5,3,4,53,Potential Loyalist
136,5,339.1599999999999,2,4,4,24,At Risk
176,1,21.049999999999997,2,2,1,22,Hibernating
38,2,118.57,4,3,3,43,Potential Loyalist
53,2,264.89,3,3,4,33,Need Attention
56,1,288.52,3,2,4,32,About to Sleep
8,2,247.62,5,3,4,53,Potential Loyalist
35,11,2342.9,4,5,5,45,Loyal Customer
377,1,0.85,1,2,1,12,Hibernating
23,1,67.49000000000001,4,2,2,42,Potential Loyalist
267,1,118.57999999999998,1,2,3,12,Hibernating
23,5,353.52,4,4,4,44,Loyal Customer
116,5,260.36,2,4,4,24,At Risk
17,6,636.3199999999999,5,5,5,55,VIP
29,1,169.60999999999999,4,2,3,42,Potential Loyalist
25,3,536.86,4,3,5,43,Potential Loyalist
24,12,564.04,4,5,5,45,Loyal Customer
18,8,412.93,5,5,5,55,VIP
8,14,641.8100000000001,5,5,5,55,VIP
43,2,360.44999999999993,3,3,4,33,Need Attention
13,18,95.5,5,5,3,55,VIP
50,2,341.8,3,3,4,33,Need Attention
8,4,444.22,5,4,5,54,VIP
59,4,281.24,3,4,4,34,Loyal Customer
38,2,46.17,4,3,2,43,Potential Loyalist
23,18,905.5799999999999,4,5,5,45,Loyal Customer
37,2,309.32000000000005,4,3,4,43,Potential Loyalist
53,2,42.43000000000001,3,3,2,33,Need Attention
223,6,65.85,1,5,2,15,Can't Loose
237,1,26.499999999999996,1,2,1,12,Hibernating
14,28,330.41999999999996,5,5,4,55,VIP
98,6,447.64000000000004,2,5,5,25,Can't Loose
11,8,849.8799999999999,5,5,5,55,VIP
36,2,73.63,4,3,2,43,Potential Loyalist
202,1,147.28,1,2,3,12,Hibernating
66,2,341.3,3,3,4,33,Need Attention
186,2,57.88,1,3,2,13,At Risk
65,2,55.550000000000004,3,3,2,33,Need Attention
72,4,190.79999999999998,3,4,4,34,Loyal Customer
21,3,158.85999999999999,5,3,3,53,Potential Loyalist
21,4,126.50000000000001,5,4,3,54,VIP
77,1,57.44,2,2,2,22,Hibernating
58,4,159.04,3,4,3,34,Loyal Customer
204,1,38.56,1,2,1,12,Hibernating
15,4,80.02,5,4,2,54,VIP
17,3,478.71000000000004,5,3,5,53,Potential Loyalist
25,2,23.6,4,3,1,43,Potential Loyalist
323,1,31.64,1,2,1,12,Hibernating
55,4,407.9399999999999,3,4,5,34,Loyal Customer
60,3,257.95,3,3,4,33,Need Attention
161,3,320.39,2,3,4,23,At Risk
48,1,6.7,3,2,1,32,About to Sleep
9,7,589.27,5,5,5,55,VIP
42,3,108.05000000000001,4,3,3,43,Potential Loyalist
73,1,4.2,3,2,1,32,About to Sleep
21,4,304.5900000000001,5,4,4,54,VIP
367,1,45.96000000000001,1,2,2,12,Hibernating
7,8,743.13,5,5,5,55,VIP
204,3,255.36,1,3,4,13,At Risk
235,1,90.44000000000001,1,2,2,12,Hibernating
59,1,129.54999999999998,3,2,3,32,About to Sleep
169,3,121.63000000000001,2,3,3,23,At Risk
70,3,1770.51,3,3,5,33,Need Attention
32,1,168.45,4,2,3,42,Potential Loyalist
144,2,192.83999999999997,2,3,4,23,At Risk
267,1,5.45,1,2,1,12,Hibernating
311,1,78.24,1,2,2,12,Hibernating
27,2,63.05,4,3,2,43,Potential Loyalist
8,4,474.56,5,4,5,54,VIP
312,1,66.30000000000001,1,2,2,12,Hibernating
24,2,78.85,4,3,2,43,Potential Loyalist
22,7,635.4000000000001,4,5,5,45,Loyal Customer
9,6,285.69,5,5,4,55,VIP
51,2,9.09,3,3,1,33,Need Attention
217,2,13.299999999999999,1,3,1,13,At Risk
28,2,120.44,4,3,3,43,Potential Loyalist
266,1,79.47999999999999,1,2,2,12,Hibernating
146,3,79.49999999999999,2,3,2,23,At Risk
17,7,584.9399999999999,5,5,5,55,VIP
98,1,72.19999999999999,2,2,2,22,Hibernating
58,3,212.86,3,3,4,33,Need Attention
15,8,281.56,5,5,4,55,VIP
59,4,54.84000000000001,3,4,2,34,Loyal Customer
104,1,62.46,2,2,2,22,Hibernating
76,3,348.1700000000001,3,3,4,33,Need Attention
31,16,466.49999999999994,4,5,5,45,Loyal Customer
60,8,703.5899999999999,3,5,5,35,Loyal Customer
80,4,175.04,2,4,4,24,At Risk
76,3,262.54999999999995,3,3,4,33,Need Attention
340,1,8.11,1,2,1,12,Hibernating
164,1,322.03000000000003,2,2,4,22,Hibernating
70,1,221.91,3,2,4,32,About to Sleep
39,4,335.12,4,4,4,44,Loyal Customer
44,2,148.54,3,3,3,33,Need Attention
294,1,77.67999999999999,1,2,2,12,Hibernating
36,6,120.51,4,5,3,45,Loyal Customer
64,2,87.55,3,3,2,33,Need Attention
32,3,311.83000000000004,4,3,4,43,Potential Loyalist
8,3,51.47,5,3,2,53,Potential Loyalist
60,3,230.21999999999997,3,3,4,33,Need Attention
9,14,1001.14,5,5,5,55,VIP
21,11,802.1,5,5,5,55,VIP
368,1,98.22,1,2,3,12,Hibernating
22,5,188.53999999999996,4,4,4,44,Loyal Customer
49,3,167.56999999999996,3,3,3,33,Need Attention
64,4,266.57,3,4,4,34,Loyal Customer
17,5,395.17,5,4,5,54,VIP
186,2,37.0,1,3,1,13,At Risk
18,23,764.26,5,5,5,55,VIP
65,3,187.0,3,3,4,33,Need Attention
225,1,63.400000000000006,1,2,2,12,Hibernating
305,1,9.89,1,2,1,12,Hibernating
322,1,75.49999999999999,1,2,2,12,Hibernating
20,3,144.37,5,3,3,53,Potential Loyalist
364,2,72.26,1,3,2,13,At Risk
13,2,77.98,5,3,2,53,Potential Loyalist
59,1,68.24,3,2,2,32,About to Sleep
11,7,387.75,5,5,5,55,VIP
30,8,521.21,4,5,5,45,Loyal Customer
90,1,28.700000000000003,2,2,1,22,Hibernating
42,4,337.7900000000001,4,4,4,44,Loyal Customer
78,1,17.3,2,2,1,22,Hibernating
71,1,8.569999999999999,3,2,1,32,About to Sleep
14,6,367.54999999999995,5,5,5,55,VIP
62,6,328.89,3,5,4,35,Loyal Customer
23,5,111.25000000000001,4,4,3,44,Loyal Customer
24,11,315.37,4,5,4,45,Loyal Customer
164,8,150.17,2,5,3,25,Can't Loose
112,3,146.91,2,3,3,23,At Risk
10,25,1720.29,5,5,5,55,VIP
7,5,329.65000000000003,5,4,4,54,VIP
70,2,78.53999999999999,3,3,2,33,Need Attention
56,5,246.06,3,4,4,34,Loyal Customer
11,40,740.19,5,5,5,55,VIP
37,14,554.32,4,5,5,45,Loyal Customer
115,3,88.33000000000001,2,4,2,24,At Risk
133,4,73.4,2,4,2,24,At Risk
113,3,120.45,2,4,3,24,At Risk
63,4,257.46999999999997,3,4,4,34,Loyal Customer
78,7,330.41,2,5,4,25,Can't Loose
43,1,51.93,3,2,2,32,About to Sleep
120,5,309.0,2,4,4,24,At Risk
232,1,1.96,1,2,1,12,Hibernating
36,3,106.8,4,4,3,44,Loyal Customer
206,1,25.669999999999998,1,2,1,12,Hibernating
14,15,605.04,5,5,5,55,VIP
50,1,26.549999999999997,3,2,1,32,About to Sleep
36,7,385.97999999999996,4,5,5,45,Loyal Customer
17,10,229.59999999999994,5,5,4,55,VIP
377,1,22.92,1,2,1,12,Hibernating
52,1,57.739999999999995,3,2,2,32,About to Sleep
17,1,43.099999999999994,5,2,2,52,Potential Loyalist
365,1,53.3,1,2,2,12,Hibernating
130,1,14.85,2,2,1,22,Hibernating
111,9,300.92,2,5,4,25,Can't Loose
79,1,62.660000000000004,2,2,2,22,Hibernating
34,7,30.65,4,5,1,45,Loyal Customer
24,10,1298.41,4,5,5,45,Loyal Customer
57,1,47.95,3,2,2,32,About to Sleep
59,8,397.81000000000006,3,5,5,35,Loyal Customer
14,3,94.13,5,4,3,54,VIP
22,2,122.54,4,3,3,43,Potential Loyalist
38,3,226.03,4,4,4,44,Loyal Customer
29,9,527.17,4,5,5,45,Loyal Customer
36,8,595.6500000000001,4,5,5,45,Loyal Customer
24,4,73.65,4,4,2,44,Loyal Customer
10,17,583.23,5,5,5,55,VIP
80,1,32.480000000000004,2,2,1,22,Hibernating
260,2,129.08,1,3,3,13,At Risk
77,1,180.96999999999997,2,2,4,22,Hibernating
15,7,122.36,5,5,3,55,VIP
142,1,0.85,2,2,1,22,Hibernating
9,7,482.80999999999995,5,5,5,55,VIP
363,1,96.7,1,2,3,12,Hibernating
16,2,317.3900000000001,5,3,4,53,Potential Loyalist
29,1,30.390000000000004,4,2,1,42,Potential Loyalist
44,10,511.0,3,5,5,35,Loyal Customer
20,2,41.349999999999994,5,3,1,53,Potential Loyalist
136,2,84.8,2,3,2,23,At Risk
27,3,159.87999999999994,4,4,3,44,Loyal Customer
23,4,314.8,4,4,4,44,Loyal Customer
21,4,222.6,5,4,4,54,VIP
62,3,136.83999999999997,3,4,3,34,Loyal Customer
8,7,240.85999999999993,5,5,4,55,VIP
118,3,45.87,2,4,2,24,At Risk
17,4,346.74999999999994,5,4,4,54,VIP
79,1,28.899999999999995,2,2,1,22,Hibernating
64,1,4.85,3,2,1,32,About to Sleep
24,4,40.6,4,4,1,44,Loyal Customer
11,4,755.6,5,4,5,54,VIP
23,7,1131.5,4,5,5,45,Loyal Customer
14,1,165.89,5,2,3,52,Potential Loyalist
101,2,254.55,2,3,4,23,At Risk
15,2,101.12,5,3,3,53,Potential Loyalist
154,1,60.620000000000005,2,2,2,22,Hibernating
24,1,67.1,4,2,2,42,Potential Loyalist
62,5,307.28000000000003,3,4,4,34,Loyal Customer
20,3,233.46000000000004,5,4,4,54,VIP
7,8,835.3299999999999,5,5,5,55,VIP
135,1,31.349999999999998,2,2,1,22,Hibernating
29,10,499.9799999999999,4,5,5,45,Loyal Customer
52,3,243.79999999999995,3,4,4,34,Loyal Customer
28,2,99.49000000000001,4,3,3,43,Potential Loyalist
20,1,140.48,5,2,3,52,Potential Loyalist
65,1,58.01,3,2,2,32,About to Sleep
80,2,162.72999999999996,2,3,3,23,At Risk
28,3,272.05,4,4,4,44,Loyal Customer
65,7,207.95999999999998,3,5,4,35,Loyal Customer
233,1,8.72,1,2,1,12,Hibernating
79,1,122.53000000000002,2,2,3,22,Hibernating
99,5,362.43,2,4,5,24,At Risk
290,2,120.99000000000001,1,3,3,13,At Risk
15,1,214.54999999999998,5,2,4,52,Potential Loyalist
116,2,251.03999999999996,2,3,4,23,At Risk
121,2,46.89000000000001,2,3,2,23,At Risk
375,1,133.04,1,2,3,12,Hibernating
122,2,189.02999999999997,2,3,4,23,At Risk
27,6,644.3199999999999,4,5,5,45,Loyal Customer
367,1,60.89999999999999,1,2,2,12,Hibernating
65,2,55.36999999999999,3,3,2,33,Need Attention
129,2,82.09,2,3,2,23,At Risk
60,3,950.05,3,4,5,34,Loyal Customer
35,1,62.02000000000002,4,2,2,42,Potential Loyalist
288,1,92.59999999999998,1,2,3,12,Hibernating
119,2,70.85,2,3,2,23,At Risk
18,4,71.51000000000002,5,4,2,54,VIP
112,1,61.050000000000004,2,2,2,22,Hibernating
104,1,37.940000000000005,2,2,1,22,Hibernating
106,4,547.4900000000001,2,4,5,24,At Risk
22,4,238.37999999999997,4,4,4,44,Loyal Customer
9,6,459.5900000000001,5,5,5,55,VIP
118,1,21.75,2,2,1,22,Hibernating
268,4,238.26999999999998,1,4,4,14,At Risk
39,4,112.75,4,4,3,44,Loyal Customer
119,1,34.699999999999996,2,2,1,22,Hibernating
72,3,612.47,3,4,5,34,Loyal Customer
378,1,19.94,1,2,1,12,Hibernating
34,4,410.0800000000001,4,4,5,44,Loyal Customer
336,1,69.01,1,2,2,12,Hibernating
9,2,79.75000000000001,5,3,2,53,Potential Loyalist
71,3,137.5,3,4,3,34,Loyal Customer
56,2,87.58000000000001,3,3,2,33,Need Attention
74,1,56.2,3,2,2,32,About to Sleep
31,3,224.54999999999998,4,4,4,44,Loyal Customer
178,1,37.47,2,2,1,22,Hibernating
22,5,412.12000000000006,4,4,5,44,Loyal Customer
192,2,210.03999999999996,1,3,4,13,At Risk
95,4,567.04,2,4,5,24,At Risk
268,2,23.099999999999998,1,3,1,13,At Risk
219,1,5.1899999999999995,1,2,1,12,Hibernating
66,9,287.56,3,5,4,35,Loyal Customer
25,10,845.8800000000001,4,5,5,45,Loyal Customer
11,11,1283.53,5,5,5,55,VIP
205,1,46.07,1,2,2,12,Hibernating
69,4,235.93999999999997,3,4,4,34,Loyal Customer
66,4,184.2,3,4,4,34,Loyal Customer
74,5,154.64999999999998,3,4,3,34,Loyal Customer
73,4,126.52000000000002,3,4,3,34,Loyal Customer
134,1,147.67000000000002,2,2,3,22,Hibernating
193,7,1220.68,1,5,5,15,Can't Loose
62,4,245.92,3,4,4,34,Loyal Customer
81,2,339.4,2,3,4,23,At Risk
79,3,129.51,2,4,3,24,At Risk
49,1,101.75999999999999,3,2,3,32,About to Sleep
151,3,81.01999999999998,2,4,2,24,At Risk
125,1,188.98,2,2,4,22,Hibernating
27,1,21.930000000000007,4,2,1,42,Potential Loyalist
30,9,841.03,4,5,5,45,Loyal Customer
72,1,44.669999999999995,3,2,2,32,About to Sleep
16,5,257.33,5,4,4,54,VIP
53,12,365.7399999999999,3,5,5,35,Loyal Customer
11,14,159.14999999999998,5,5,3,55,VIP
21,3,261.05999999999995,5,4,4,54,VIP
17,1,137.26999999999995,5,2,3,52,Potential Loyalist
18,3,59.7,5,4,2,54,VIP
23,1,24.92,4,2,1,42,Potential Loyalist
36,1,86.32000000000001,4,2,2,42,Potential Loyalist
18,6,124.57,5,5,3,55,VIP
79,1,33.92,2,2,1,22,Hibernating
9,7,312.07,5,5,4,55,VIP
224,3,195.74999999999997,1,4,4,14,At Risk
25,1,153.70999999999998,4,2,3,42,Potential Loyalist
77,1,71.09,2,2,2,22,Hibernating
78,4,189.74999999999997,2,4,4,24,At Risk
90,1,40.550000000000004,2,2,1,22,Hibernating
51,3,491.4,3,4,5,34,Loyal Customer
24,2,83.65000000000002,4,3,2,43,Potential Loyalist
44,3,699.1400000000001,3,4,5,34,Loyal Customer
112,2,22.25,2,3,1,23,At Risk
37,2,185.24999999999997,4,3,4,43,Potential Loyalist
50,2,110.16000000000001,3,3,3,33,Need Attention
38,5,852.66,4,4,5,44,Loyal Customer
71,2,93.97,3,3,3,33,Need Attention
8,3,157.25999999999993,5,4,3,54,VIP
29,1,144.01,4,2,3,42,Potential Loyalist
37,4,255.39,4,4,4,44,Loyal Customer
295,1,37.3,1,2,1,12,Hibernating
178,3,119.55000000000001,2,4,3,24,At Risk
42,4,696.4799999999999,4,4,5,44,Loyal Customer
55,2,207.79,3,3,4,33,Need Attention
11,11,834.9499999999998,5,5,5,55,VIP
35,9,933.7500000000001,4,5,5,45,Loyal Customer
118,1,15.2,2,2,1,22,Hibernating
270,1,30.740000000000002,1,2,1,12,Hibernating
31,1,101.05,4,2,3,42,Potential Loyalist
37,8,558.73,4,5,5,45,Loyal Customer
21,11,301.49,5,5,4,55,VIP
11,1,143.5999999999999,5,2,3,52,Potential Loyalist
92,2,284.4,2,3,4,23,At Risk
31,4,207.76999999999998,4,4,4,44,Loyal Customer
233,1,66.44999999999999,1,2,2,12,Hibernating
22,7,1360.8400000000001,4,5,5,45,Loyal Customer
376,1,3.73,1,2,1,12,Hibernating
11,3,325.21000000000004,5,4,4,54,VIP
35,4,229.07999999999996,4,4,4,44,Loyal Customer
17,1,106.39000000000001,5,2,3,52,Potential Loyalist
73,3,164.95000000000002,3,4,3,34,Loyal Customer
225,2,218.03,1,3,4,13,At Risk
32,6,279.61,4,5,4,45,Loyal Customer
134,1,5.95,2,2,1,22,Hibernating
50,2,189.91999999999996,3,3,4,33,Need Attention
219,2,93.27000000000001,1,3,3,13,At Risk
38,1,1.65,4,2,1,42,Potential Loyalist
18,3,254.29,5,4,4,54,VIP
11,47,487.25,5,5,5,55,VIP
24,1,26.75,4,2,1,42,Potential Loyalist
55,3,285.45000000000005,3,4,4,34,Loyal Customer
23,6,119.92,4,5,3,45,Loyal Customer
50,1,37.900000000000006,3,2,1,32,About to Sleep
88,5,288.33,2,4,4,24,At Risk
154,3,440.88,2,4,5,24,At Risk
310,3,89.93,1,4,2,14,At Risk
23,2,43.54999999999999,4,3,2,43,Potential Loyalist
364,1,42.05,1,2,1,12,Hibernating
135,1,73.4,2,2,2,22,Hibernating
59,3,194.05999999999997,3,4,4,34,Loyal Customer
246,2,197.55999999999997,1,3,4,13,At Risk
32,13,694.5699999999999,4,5,5,45,Loyal Customer
28,3,243.80999999999997,4,4,4,44,Loyal Customer
232,2,215.28999999999996,1,3,4,13,At Risk
113,1,61.26,2,2,2,22,Hibernating
226,2,136.61999999999998,1,3,3,13,At Risk
203,2,131.48,1,3,3,13,At Risk
272,2,33.49,1,3,1,13,At Risk
